cluster,size,avg_dist,max_dist,std_dist,mean_power_W,tightness
0,77886,1.1555800807934677,2.400281741621709,0.40566513449659264,90.53187630288332,Spread
1,71637,1.1114853076263482,2.632100933735927,0.39727851933864816,88.26742649828903,Tight
2,12525,1.4527915130835067,4.3797490241278325,0.52536493013242,237.00935526773367,Spread
