,power_watts,power_watts,power_watts,power_watts,hour,frequency
,mean,min,max,std,<lambda>,count
global_cluster_label,,,,,,
High spike cluster,241.71671014938772,168.51153846153844,393.8024137931035,37.820882553222305,18,1715
Low usage / idle cluster,214.84689868668116,168.16908333333333,272.81083333333333,29.414154908254414,17,1431
Medium usage cluster,230.10939275187144,168.21508620689656,381.6148305084746,24.04518505584418,0,2033
