,power_watts,power_watts,power_watts,power_watts,hour,frequency
,mean,min,max,std,<lambda>,count
global_cluster_label,,,,,,
High spike cluster,256.4870520840842,196.3558474576271,415.97125,30.109398582309893,22,1147
Low usage / idle cluster,238.12678389503316,166.51724137931035,329.00058333333334,23.92709146637709,18,1272
Medium usage cluster,247.17935920695186,170.7591525423729,270.41042372881356,15.598008468616356,0,1177
