hostname,pci_bus_id,timestamp,power_watts
dgxanode01, 00000000:BD:00.0,2026-02-04 02:10:00,188.0742372881356
dgxanode01, 00000000:BD:00.0,2026-02-04 02:15:00,188.53810344827585
dgxanode01, 00000000:BD:00.0,2026-02-04 02:20:00,187.7631355932203
dgxanode01, 00000000:BD:00.0,2026-02-04 02:25:00,189.27271186440677
dgxanode01, 00000000:BD:00.0,2026-02-04 02:30:00,187.87525862068964
dgxanode02, 00000000:07:00.0,2026-02-02 15:50:00,203.32616279069768
dgxanode02, 00000000:07:00.0,2026-02-02 15:55:00,230.6845142857143
dgxanode02, 00000000:07:00.0,2026-02-02 16:00:00,228.7516666666667
dgxanode02, 00000000:07:00.0,2026-02-02 16:05:00,215.9288700564972
dgxanode02, 00000000:07:00.0,2026-02-02 16:10:00,210.6328813559322
dgxanode02, 00000000:07:00.0,2026-02-02 16:15:00,229.78485875706212
dgxanode02, 00000000:07:00.0,2026-02-02 16:20:00,208.70083333333335
dgxanode02, 00000000:07:00.0,2026-02-02 16:25:00,212.8557627118644
dgxanode02, 00000000:07:00.0,2026-02-02 16:30:00,207.0405555555556
dgxanode02, 00000000:07:00.0,2026-02-02 16:35:00,220.5557627118644
dgxanode02, 00000000:07:00.0,2026-02-02 16:40:00,221.4985
dgxanode02, 00000000:07:00.0,2026-02-02 16:45:00,222.42706214689267
dgxanode02, 00000000:07:00.0,2026-02-02 16:50:00,209.11455555555557
dgxanode02, 00000000:07:00.0,2026-02-02 16:55:00,207.05378531073444
dgxanode02, 00000000:07:00.0,2026-02-02 17:00:00,221.5766111111111
dgxanode02, 00000000:07:00.0,2026-02-02 17:05:00,217.6469491525424
dgxanode02, 00000000:07:00.0,2026-02-02 17:10:00,215.19544444444443
dgxanode02, 00000000:07:00.0,2026-02-02 17:15:00,228.68593220338985
dgxanode02, 00000000:07:00.0,2026-02-02 17:20:00,208.40333333333336
dgxanode02, 00000000:07:00.0,2026-02-02 17:25:00,215.39
dgxanode02, 00000000:07:00.0,2026-02-02 17:30:00,207.85350000000005
dgxanode02, 00000000:07:00.0,2026-02-02 17:35:00,211.81127118644068
dgxanode02, 00000000:07:00.0,2026-02-02 17:40:00,217.15525
dgxanode02, 00000000:07:00.0,2026-02-02 17:45:00,204.05042372881357
dgxanode02, 00000000:07:00.0,2026-02-02 17:50:00,213.91133333333337
dgxanode02, 00000000:07:00.0,2026-02-02 17:55:00,218.70338983050848
dgxanode02, 00000000:07:00.0,2026-02-02 18:00:00,210.40841666666665
dgxanode02, 00000000:07:00.0,2026-02-02 18:05:00,210.33296610169492
dgxanode02, 00000000:07:00.0,2026-02-02 18:10:00,214.9585
dgxanode02, 00000000:07:00.0,2026-02-02 18:15:00,211.3769491525424
dgxanode02, 00000000:07:00.0,2026-02-02 18:20:00,220.17299999999997
dgxanode02, 00000000:07:00.0,2026-02-02 18:25:00,211.68084745762712
dgxanode02, 00000000:07:00.0,2026-02-02 18:30:00,218.66683333333333
dgxanode02, 00000000:07:00.0,2026-02-02 18:35:00,214.9218644067797
dgxanode02, 00000000:07:00.0,2026-02-02 18:40:00,226.83625
dgxanode02, 00000000:07:00.0,2026-02-02 18:45:00,220.41398305084743
dgxanode02, 00000000:07:00.0,2026-02-02 18:50:00,209.37708333333333
dgxanode02, 00000000:07:00.0,2026-02-02 18:55:00,214.74186440677963
dgxanode02, 00000000:07:00.0,2026-02-02 19:00:00,197.02458333333337
dgxanode02, 00000000:07:00.0,2026-02-02 19:05:00,207.65177966101697
dgxanode02, 00000000:07:00.0,2026-02-02 19:10:00,212.09425
dgxanode02, 00000000:07:00.0,2026-02-02 19:15:00,211.1207627118644
dgxanode02, 00000000:07:00.0,2026-02-02 19:20:00,205.061
dgxanode02, 00000000:07:00.0,2026-02-02 19:25:00,226.58209997042297
dgxanode02, 00000000:07:00.0,2026-02-02 19:30:00,214.7988333333333
