hostname,pci_bus_id,timestamp,power_watts,day_num,hour,encoded_pci_bus_id,global_cluster,global_cluster_label,node_cluster,node_cluster_label,gpu_cluster,gpu_cluster_label
dgxanode01, 00000000:BD:00.0,2026-02-04 02:10:00,188.0742372881356,2,2,12,0,Low usage / idle cluster,1,Low usage / idle cluster,1,Low usage / idle cluster
dgxanode01, 00000000:BD:00.0,2026-02-04 02:15:00,188.53810344827585,2,2,12,0,Low usage / idle cluster,0,Medium usage cluster,0,Medium usage cluster
dgxanode01, 00000000:BD:00.0,2026-02-04 02:20:00,187.7631355932203,2,2,12,0,Low usage / idle cluster,1,Low usage / idle cluster,1,Low usage / idle cluster
dgxanode01, 00000000:BD:00.0,2026-02-04 02:25:00,189.27271186440677,2,2,12,0,Low usage / idle cluster,2,High spike cluster,2,High spike cluster
dgxanode01, 00000000:BD:00.0,2026-02-04 02:30:00,187.87525862068964,2,2,12,0,Low usage / idle cluster,1,Low usage / idle cluster,1,Low usage / idle cluster
dgxanode02, 00000000:07:00.0,2026-02-02 15:50:00,203.32616279069768,1,15,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 15:55:00,230.6845142857143,1,15,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:00:00,228.7516666666667,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:05:00,215.9288700564972,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:10:00,210.6328813559322,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:15:00,229.78485875706212,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:20:00,208.70083333333335,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:25:00,212.8557627118644,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:30:00,207.0405555555556,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:35:00,220.5557627118644,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:40:00,221.4985,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
dgxanode02, 00000000:07:00.0,2026-02-02 16:45:00,222.42706214689267,1,16,0,2,Medium usage cluster,1,Medium usage cluster,0,Medium usage cluster
