,power_watts,power_watts,power_watts,power_watts,hour,frequency
,mean,min,max,std,<lambda>,count
global_cluster_label,,,,,,
High spike cluster,268.17784469455574,173.8334745762712,399.82733333333334,34.568828980539806,14,1555
Low usage / idle cluster,212.66193371047558,171.9152136752137,273.8260169491526,22.84731342346026,13,791
Medium usage cluster,228.07339391181625,172.23601694915254,312.9671186440678,30.440498739284724,21,1173
